10002019,1,ブロッコリーは小房に分け、塩を加えた熱湯でゆでて水気をきる。
10002019,2,ゆで卵は１．５ｃｍの角切りにする。
10002019,3,ボウルに①、②、ミックスビーンズ、ブラックオリーブを入れ、マヨネーズで和える。
