48,1,鶏肉は大きめのそぎ切りにして棒状に切り、（Ａ）をまぶす。
48,2,パプリカは種とわたを取って、太めのせん切りにする。
48,3,（Ｂ）のたれを合わせる。
48,4,フライパンにオリーブオイルを熱して（１）の鶏肉を炒め、（２）のパプリカも加えて１～２分炒めたら（３）をまわしかけ、手早く炒め合わせる。
